 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  yes,  1,  2120.296,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  899.675,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  yes,  yes,  1,  847.277,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  no,  no,  1,  2629.529,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  572.346,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  no,  no,  1,  2101.193,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  no,  no,  1,  1617.218,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  2008.367,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  1760.348,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  969.601,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  618.540,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  1257.365,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  815.129,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  yes,  yes,  1,  573.984,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  no,  no,  1,  1974.850,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  no,  no,  1,  2520.145,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  955.664,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  yes,  yes,  1,  1221.223,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  no,  0,  2180.281,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  no,  no,  1,  2508.481,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  976.716,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  529.640,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  no,  no,  1,  2324.422,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  935.866,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  yes,  1,  1065.458,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  yes,  yes,  1,  1478.477,  0.50,  0.25,  0.50,  0.12,  -0.70,  0.38,  0 
 vs,  yes,  yes,  1,  547.603,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  no,  no,  1,  2213.075,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  yes,  yes,  1,  1020.484,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  yes,  1,  827.456,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  2610.328,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  no,  no,  1,  2114.554,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  1454.547,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  763.654,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  2717.239,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  yes,  yes,  1,  632.782,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  no,  no,  1,  1798.963,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  886.875,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  no,  no,  1,  1827.094,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  yes,  1,  1465.741,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  no,  no,  1,  1902.822,  0.60,  0.20,  0.60,  0.22,  -0.70,  0.42,  0 
 vs,  yes,  yes,  1,  818.780,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  889.690,  0.50,  0.10,  0.70,  -0.30,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  605.960,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  no,  no,  1,  2125.453,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  no,  no,  1,  1816.764,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  no,  no,  1,  2088.033,  0.50,  0.25,  0.50,  0.12,  -0.70,  0.38,  0 
 vs,  yes,  yes,  1,  684.719,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  1192.905,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  yes,  1,  841.289,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  1031.535,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  2398.475,  0.40,  0.35,  0.50,  -0.20,  -0.70,  0.15,  0 
 vs,  yes,  yes,  1,  1222.591,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
 vs,  yes,  yes,  1,  1701.638,  0.40,  0.35,  0.50,  -0.20,  -0.70,  0.15,  0 
 vs,  yes,  yes,  1,  753.586,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  yes,  no,  0,  1522.430,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  yes,  yes,  1,  1396.483,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  no,  no,  1,  2428.882,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  700.374,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  yes,  1,  1943.867,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  729.876,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1628.739,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  667.883,  0.60,  0.20,  0.60,  0.22,  -0.70,  0.42,  0 
 vs,  no,  no,  1,  2472.712,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  yes,  yes,  1,  1670.158,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  611.412,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  no,  no,  1,  2098.880,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  974.930,  0.50,  0.25,  0.50,  0.12,  -0.70,  0.38,  0 
 vs,  no,  no,  1,  1935.845,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  no,  no,  1,  2225.795,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
 vs,  yes,  yes,  1,  753.210,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  no,  no,  1,  2746.702,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  no,  no,  1,  2189.616,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  yes,  yes,  1,  1366.377,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  1591.457,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  no,  no,  1,  2687.944,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  yes,  1,  724.814,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
