 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  yes,  1,  1019.369,  0.50,  0.05,  0.50,  -0.28,  -0.60,  -0.23,  0 
 vs,  yes,  yes,  1,  1210.315,  0.50,  0.20,  0.60,  -0.35,  -0.70,  -0.15,  0 
 vs,  yes,  yes,  1,  1034.060,  0.50,  0.30,  0.70,  0.08,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1400.363,  0.90,  0.10,  0.50,  0.38,  -0.60,  0.48,  0 
 vs,  no,  no,  1,  1416.124,  0.70,  0.20,  0.60,  0.24,  -0.70,  0.44,  0 
 vs,  yes,  yes,  1,  503.247,  0.50,  0.20,  0.60,  -0.35,  -0.70,  -0.15,  0 
 vs,  no,  no,  1,  1690.693,  0.20,  0.25,  0.60,  -0.22,  -0.60,  0.03,  0 
 vs,  yes,  yes,  1,  1087.259,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  yes,  yes,  1,  1467.575,  0.50,  0.30,  0.50,  0.10,  -0.60,  0.40,  0 
 vs,  no,  no,  1,  1240.695,  0.60,  0.15,  0.70,  0.25,  -0.70,  0.40,  0 
 vs,  no,  yes,  0,  847.070,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  2124.207,  0.50,  0.30,  0.50,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  758.892,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  2095.771,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  1412.456,  0.00,  0.05,  0.60,  -0.04,  -0.70,  0.01,  0 
 vs,  yes,  yes,  1,  636.221,  0.60,  0.35,  0.50,  0.14,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  721.762,  0.60,  0.40,  0.60,  0.10,  -0.50,  0.50,  0 
 vs,  yes,  yes,  1,  484.635,  0.90,  0.40,  0.60,  0.27,  -0.70,  0.67,  0 
 vs,  yes,  yes,  1,  1320.723,  0.50,  0.30,  0.70,  0.08,  -0.60,  0.38,  0 
 vs,  yes,  no,  0,  2299.115,  0.60,  0.40,  0.60,  0.10,  -0.50,  0.50,  0 
 vs,  yes,  yes,  1,  1086.138,  0.20,  0.05,  0.60,  0.10,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  610.458,  0.20,  0.05,  0.60,  0.10,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  1385.235,  0.50,  0.15,  0.70,  0.15,  -0.60,  0.30,  0 
 vs,  no,  yes,  0,  1369.698,  0.50,  0.20,  0.50,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  953.718,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1427.341,  0.40,  0.35,  0.60,  -0.38,  -0.70,  -0.03,  0 
 vs,  yes,  yes,  1,  762.417,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  659.959,  0.50,  0.00,  0.60,  0.25,  -0.70,  0.25,  0 
 vs,  no,  no,  1,  2152.808,  0.50,  0.30,  0.70,  0.08,  -0.60,  0.38,  0 
 vs,  no,  no,  1,  1794.841,  0.00,  0.00,  0.60,  0.01,  -0.60,  0.01,  0 
 vs,  no,  yes,  0,  1067.421,  0.60,  0.30,  0.70,  0.16,  -0.50,  0.46,  0 
 vs,  yes,  yes,  1,  1431.312,  0.50,  0.40,  0.50,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  574.425,  0.20,  0.25,  0.50,  -0.03,  -0.60,  0.22,  0 
 vs,  yes,  no,  0,  1495.251,  0.60,  0.35,  0.50,  0.14,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  994.598,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  538.875,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  2380.994,  0.50,  0.20,  0.50,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  982.442,  0.60,  0.30,  0.70,  0.16,  -0.50,  0.46,  0 
 vs,  yes,  yes,  1,  646.770,  0.50,  0.40,  0.50,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  780.946,  0.90,  0.40,  0.60,  0.27,  -0.70,  0.67,  0 
 vs,  yes,  yes,  1,  1109.829,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1129.491,  0.20,  0.25,  0.50,  -0.03,  -0.60,  0.22,  0 
 vs,  yes,  yes,  1,  884.521,  0.50,  0.00,  0.60,  0.25,  -0.70,  0.25,  0 
 vs,  yes,  yes,  1,  912.803,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  892.377,  0.50,  0.00,  0.60,  0.25,  -0.70,  0.25,  0 
 vs,  yes,  yes,  1,  1984.609,  0.50,  0.15,  0.60,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  1041.225,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  no,  yes,  0,  1022.929,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  no,  0,  1548.783,  0.00,  0.00,  0.60,  0.01,  -0.60,  0.01,  0 
 vs,  yes,  yes,  1,  733.493,  0.50,  0.20,  0.50,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  671.018,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  659.894,  0.40,  0.35,  0.60,  -0.38,  -0.70,  -0.03,  0 
 vs,  no,  no,  1,  2057.374,  0.50,  0.15,  0.60,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  1062.728,  0.60,  0.30,  0.70,  0.16,  -0.50,  0.46,  0 
 vs,  yes,  no,  0,  1699.674,  0.50,  0.40,  0.50,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  1982.467,  0.20,  0.05,  0.60,  0.10,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  527.104,  0.20,  0.05,  0.60,  0.10,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  769.917,  0.30,  0.20,  0.70,  0.05,  -0.70,  0.25,  0 
 vs,  no,  no,  1,  1946.799,  0.60,  0.00,  0.60,  0.30,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  1268.762,  0.50,  0.30,  0.70,  0.08,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  673.789,  0.60,  0.00,  0.60,  0.30,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  686.681,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  610.191,  0.60,  0.35,  0.50,  0.14,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  961.049,  0.20,  0.25,  0.50,  -0.03,  -0.60,  0.22,  0 
 vs,  yes,  yes,  1,  1026.660,  0.50,  0.40,  0.50,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  1569.672,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  954.823,  0.60,  0.15,  0.70,  0.25,  -0.70,  0.40,  0 
 vs,  no,  no,  1,  1739.762,  0.20,  0.05,  0.60,  0.10,  -0.60,  0.15,  0 
 vs,  no,  no,  1,  1990.328,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  no,  no,  1,  1686.933,  0.50,  0.15,  0.60,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  707.507,  0.50,  0.15,  0.70,  0.15,  -0.60,  0.30,  0 
 vs,  no,  no,  1,  1375.017,  0.30,  0.20,  0.70,  0.05,  -0.70,  0.25,  0 
 vs,  yes,  yes,  1,  560.090,  0.70,  0.10,  0.60,  0.30,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  1465.580,  0.30,  0.20,  0.70,  0.05,  -0.70,  0.25,  0 
 vs,  yes,  no,  0,  1790.705,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
